,Rteam_TOP,Bteam_TOP,Rteam_MIDDLE,Bteam_MIDDLE,Rteam_BOTTOM,Bteam_BOTTOM,Rteam_SUPPORT,Bteam_SUPPORT,Rteam_JUNGLE,Bteam_JUNGLE
36400,Poppy,Jax,Pantheon,Ryze,Ezreal,Draven,Pyke,Nami,Elise,Ekko
36401,Jax,Akali,TwistedFate,Talon,Jinx,Xayah,Karma,Velkoz,Shaco,Karthus
36406,Ryze,Rumble,Ekko,Pantheon,Xayah,Lucian,Shen,Nautilus,DrMundo,Karthus
36411,Rengar,Jax,Orianna,Ekko,Lucian,Xayah,TahmKench,Soraka,Taliyah,Evelynn
36412,Jax,Camille,Orianna,Qiyana,Lucian,Ezreal,Pyke,Karma,Elise,Nunu
36415,Rumble,DrMundo,TwistedFate,Talon,Kaisa,Ashe,Blitzcrank,Leona,LeeSin,Elise
36416,Jayce,Shen,Kayle,Talon,Ezreal,Xayah,Thresh,Bard,Karthus,Taliyah
36420,Gangplank,Jax,Irelia,Zoe,Kaisa,Ezreal,Nautilus,Pyke,Elise,Olaf
36421,Vladimir,Kassadin,Yasuo,Irelia,Kaisa,Xayah,Thresh,Rakan,Ekko,Karthus
36425,Garen,Jax,Leblanc,Kayle,Kaisa,Ezreal,Nautilus,Xerath,LeeSin,Khazix
36426,Jax,Hecarim,Renekton,Cassiopeia,Ashe,Caitlyn,Soraka,Morgana,Karthus,Ekko
36427,Renekton,Darius,Poppy,TwistedFate,Kaisa,Ashe,Leona,Nautilus,Nidalee,Karthus
36430,Renekton,Camille,Gangplank,TwistedFate,Kaisa,Ezreal,Pyke,Yuumi,Elise,LeeSin
36431,Rumble,Renekton,TwistedFate,Akali,Jinx,Kaisa,Blitzcrank,Thresh,Kayn,Ekko
36440,Rumble,Aatrox,Irelia,Akali,Caitlyn,Xayah,Veigar,Gragas,Karthus,Ekko
36443,Jax,Riven,Pantheon,Qiyana,Xayah,Kaisa,Leona,Thresh,Karthus,Elise
36449,Riven,Aatrox,Azir,Qiyana,Jhin,Lucian,Pyke,Thresh,Karthus,Ekko
36450,Kayle,Fiora,Jayce,Malzahar,Ashe,Varus,Thresh,Morgana,Ekko,Zac
36455,Irelia,Swain,Qiyana,Ezreal,Kaisa,Syndra,Thresh,Galio,Nidalee,XinZhao
36460,Irelia,Camille,Kayle,Ryze,Ashe,Ezreal,Lux,Yuumi,DrMundo,JarvanIV
36466,Irelia,Jayce,Leblanc,Ryze,Ezreal,Lucian,Pyke,Nautilus,LeeSin,Qiyana
36467,Fiora,Tryndamere,Irelia,Vladimir,Lucian,MissFortune,Braum,Lux,Rengar,Nunu
36469,Jayce,Gangplank,Pantheon,Lucian,Jinx,Taliyah,Thresh,Alistar,Zac,Ekko
36470,Renekton,Kled,Pantheon,Akali,Ezreal,Swain,Morgana,Thresh,Elise,LeeSin
36479,Jax,Mordekaiser,Akali,Lulu,Lucian,Kaisa,Pyke,Thresh,Ekko,LeeSin
36482,Gangplank,Illaoi,Leblanc,Akali,Ezreal,Kaisa,Alistar,Thresh,XinZhao,Ekko
36485,Irelia,Akali,Rumble,Kayle,KogMaw,Kaisa,Zilean,Galio,Qiyana,MasterYi
36489,Vladimir,Gnar,AurelionSol,Camille,Garen,Kayle,Yuumi,Pyke,Qiyana,Taliyah
36497,Aatrox,Olaf,Qiyana,Zed,Ezreal,Xayah,Yuumi,Fiddlesticks,Karthus,Hecarim
36498,Aatrox,Vladimir,TwistedFate,Jayce,Jinx,Kaisa,Blitzcrank,Volibear,Karthus,Gragas
36502,Akali,Garen,Galio,Katarina,Lucian,Ezreal,Soraka,Swain,LeeSin,Elise
36508,Malphite,Shen,Leblanc,Pantheon,Kaisa,Ezreal,Leona,Sona,Taliyah,Nidalee
36510,Fiora,Kled,Garen,Pyke,Sivir,Heimerdinger,Soraka,Blitzcrank,Karthus,LeeSin
36512,Rengar,Kled,Zoe,Syndra,Kalista,Xayah,Zac,Lulu,LeeSin,Khazix
36514,Gangplank,Renekton,Tristana,Zoe,Lucian,Jhin,Alistar,Bard,Karthus,Zac
36518,Illaoi,Darius,Neeko,Ahri,Ashe,Kaisa,Yuumi,Rakan,Gragas,Nunu
36521,Hecarim,Renekton,TwistedFate,Akali,MissFortune,Ashe,Karma,Xerath,Karthus,Gragas
36522,Teemo,Darius,Ahri,Leblanc,MissFortune,Ashe,Braum,Blitzcrank,Zac,Shaco
36525,Gangplank,Camille,Zoe,Lulu,Ezreal,Kaisa,Shaco,Fiddlesticks,Aatrox,LeeSin
36532,Renekton,Akali,Qiyana,Ahri,Kaisa,Ashe,Thresh,Shen,Elise,Zac
36533,Teemo,DrMundo,Vayne,Garen,Ezreal,Ashe,Trundle,Leona,LeeSin,Zac
36540,Renekton,Vladimir,TwistedFate,Velkoz,Xayah,Ashe,Leona,Blitzcrank,Nidalee,Khazix
36541,Aatrox,Kled,AurelionSol,Velkoz,Varus,Xayah,Morgana,Nautilus,Twitch,Kindred
36542,Gangplank,Pantheon,TwistedFate,Zed,Draven,Ezreal,Fiddlesticks,Bard,Elise,Sejuani
36544,Pantheon,Yorick,Camille,Talon,Swain,Ashe,Gragas,Thresh,XinZhao,Olaf
36546,Viktor,Sylas,Talon,Malzahar,Kaisa,Ezreal,Swain,Pyke,Qiyana,Khazix
36552,Vladimir,Garen,AurelionSol,Zilean,Lucian,MissFortune,Leona,TahmKench,Elise,Ekko
36553,Camille,Riven,Zoe,Zac,Kaisa,Ezreal,Nautilus,Lux,Nidalee,Hecarim
36558,Garen,Shen,Ryze,Syndra,Xayah,Kaisa,Thresh,Nautilus,Shaco,Nunu
36560,Maokai,Trundle,TwistedFate,Akali,Jinx,Jhin,Bard,Yuumi,LeeSin,Shaco
36564,Teemo,Hecarim,Ryze,Qiyana,Ezreal,Kaisa,Yuumi,Thresh,Khazix,Taliyah
36565,Illaoi,Irelia,Ryze,TwistedFate,Yasuo,Kaisa,Nautilus,Leona,Evelynn,LeeSin
36566,Kayle,Gangplank,Ryze,Zilean,Lucian,Varus,Nautilus,Taric,Taliyah,RekSai
36570,Jayce,Irelia,Ryze,Leblanc,Lucian,Kaisa,Thresh,Bard,LeeSin,Nidalee
36571,Ornn,Gangplank,Ryze,Rumble,Ashe,Lucian,Poppy,Nami,Khazix,XinZhao
36572,Teemo,Garen,Ryze,Qiyana,MissFortune,Xayah,Shen,Rakan,Shaco,Gragas
36574,Gangplank,Vladimir,Jhin,Ekko,Kaisa,Lucian,Nautilus,Thresh,Shaco,LeeSin
36578,Pantheon,Jax,Irelia,Ryze,Swain,Kaisa,Neeko,Xerath,Rammus,Kindred
36579,Rammus,Rengar,Ryze,Zed,Ashe,Caitlyn,Pantheon,Zyra,Warwick,Ekko
36581,Poppy,Aatrox,TwistedFate,Talon,Kaisa,Ezreal,Thresh,Yuumi,Evelynn,LeeSin
36582,Renekton,Kayle,Malzahar,Neeko,Swain,Jinx,Yuumi,Soraka,LeeSin,Amumu
36583,Aatrox,Neeko,Anivia,TwistedFate,Lucian,Ashe,Leona,Xerath,XinZhao,Gragas
36584,Garen,Renekton,Ryze,Lucian,Caitlyn,Jhin,Nautilus,Janna,Nidalee,Gragas
36594,Malzahar,Sylas,Zed,Anivia,Kaisa,Ezreal,Rakan,Xerath,JarvanIV,RekSai
36595,Maokai,Ornn,Ryze,Kassadin,Vayne,Kaisa,Braum,Soraka,Ekko,Olaf
36599,Aatrox,Renekton,Ryze,Taliyah,Lucian,Kaisa,Nami,Brand,Ivern,Nidalee
36601,Jayce,Vayne,Mordekaiser,Ryze,Lucian,Ashe,Thresh,Blitzcrank,MasterYi,LeeSin
36603,Teemo,Kayle,Yasuo,Ryze,Lucian,Ashe,Pyke,Bard,Gragas,Graves
36605,Gnar,Garen,Ryze,Cassiopeia,Irelia,Kaisa,Morgana,Nautilus,Jayce,Nidalee
36607,Sylas,Urgot,Zed,TwistedFate,Jhin,Kaisa,Soraka,Alistar,Rammus,Karthus
36613,Mordekaiser,Garen,Lissandra,Ryze,Lucian,Kaisa,Nautilus,TahmKench,Zac,Taliyah
36615,Vladimir,Pantheon,Malzahar,Leblanc,Xayah,Kaisa,Pyke,Morgana,Kindred,Khazix
36618,Kassadin,Vladimir,Nocturne,Ezreal,Kaisa,Ashe,Morgana,Pyke,Rammus,Ekko
36626,Fiora,Renekton,Jayce,Irelia,Ashe,Kaisa,Nautilus,Lux,Elise,Sylas
36627,Riven,Gangplank,Ryze,TwistedFate,Xayah,Caitlyn,Rakan,Nautilus,Nocturne,XinZhao
36635,Renekton,Draven,Ryze,Ahri,Twitch,Kaisa,Pyke,Rakan,JarvanIV,Nidalee
36648,Ryze,Riven,Syndra,Katarina,Kaisa,Jinx,Thresh,Leona,RekSai,Karthus
36649,Ryze,Irelia,Kayle,Lissandra,Yasuo,Ezreal,Alistar,Leona,Kayn,XinZhao
36653,Ryze,Teemo,Talon,Leblanc,Ezreal,Jinx,Alistar,Taric,Ekko,Karthus
36654,Kennen,Vladimir,Ryze,Renekton,Varus,Ezreal,Zilean,Leona,Hecarim,Shaco
36658,Camille,Akali,Irelia,Talon,Ezreal,Kaisa,Yuumi,Thresh,Gragas,Karthus
36659,Jax,Akali,Kayle,Yasuo,Kaisa,Ezreal,Gragas,Blitzcrank,Taliyah,Khazix
36660,Kayle,Ryze,Lux,Fizz,Kaisa,Xayah,Gragas,Darius,Kindred,LeeSin
36662,LeeSin,Gangplank,Syndra,TwistedFate,Xayah,Kaisa,Poppy,Nautilus,Kayn,Ekko
36663,Camille,Jax,Vladimir,Irelia,Kaisa,Xayah,Alistar,Ornn,LeeSin,Elise
36665,Heimerdinger,Irelia,Tristana,Akali,Ezreal,Ashe,TahmKench,Thresh,Elise,Nidalee
36668,Zilean,Kennen,Talon,Yasuo,Kaisa,Ezreal,Blitzcrank,Thresh,RekSai,LeeSin
36669,Olaf,Tryndamere,Akali,TwistedFate,Lucian,Ashe,Thresh,Darius,Khazix,Shyvana
36671,Olaf,Camille,Zed,Renekton,Ashe,Kaisa,Karma,TahmKench,Karthus,Ekko
36673,Pantheon,Illaoi,Katarina,Kassadin,Ashe,Kaisa,Leona,Janna,Nunu,Rengar
36674,Jax,Ryze,Leblanc,Ezreal,Ashe,Lucian,Chogath,Thresh,RekSai,LeeSin
36675,Jax,Mordekaiser,Aatrox,Qiyana,Xayah,Kaisa,Volibear,Sona,Elise,Karthus
36676,Jax,Gangplank,Kaisa,Talon,Ezreal,Xayah,Blitzcrank,Alistar,Karthus,Gragas
36679,Olaf,Gangplank,AurelionSol,Galio,Xayah,Kaisa,Leona,Nautilus,DrMundo,RekSai
36683,Aatrox,Sylas,Kassadin,Lucian,Jhin,Kaisa,Lux,Thresh,Karthus,Zac
36687,Fiora,Kayle,Aatrox,Ryze,Caitlyn,Xayah,Thresh,Janna,LeeSin,Zac
36693,Olaf,Camille,Talon,Ekko,Kaisa,Jinx,Blitzcrank,Leona,Nidalee,Karthus
36694,Ryze,Rumble,Zoe,Morgana,Ashe,Draven,Thresh,Pyke,Twitch,Kindred
36698,Kled,Irelia,Leblanc,Akali,Kaisa,Jinx,Bard,Darius,Gragas,Zac
36700,Irelia,Jayce,Akali,Lissandra,Lucian,Kaisa,Darius,Lux,Karthus,LeeSin
36705,Mordekaiser,Kennen,Zed,Ryze,Ashe,MissFortune,Darius,Braum,Nidalee,LeeSin
36706,Fiora,Ryze,Azir,Velkoz,Ezreal,Xayah,Malphite,Blitzcrank,LeeSin,Ekko
36707,Mordekaiser,Teemo,Yasuo,Heimerdinger,Draven,Ezreal,Pyke,Darius,Gragas,Sylas
36711,Renekton,Olaf,Fizz,Yasuo,Ezreal,Kaisa,Yuumi,Malphite,Warwick,Gragas
36718,Akali,Riven,AurelionSol,Azir,Lucian,Kaisa,Blitzcrank,Poppy,JarvanIV,LeeSin
36719,Kennen,Darius,Kled,Akali,Vayne,Yasuo,JarvanIV,Rakan,Nidalee,Kindred
36722,Kled,Irelia,Leblanc,Viktor,Lucian,Xayah,Thresh,TahmKench,Nidalee,Aatrox
36726,Rengar,Kayle,Illaoi,Talon,Kaisa,Jinx,Lulu,Thresh,Khazix,Gragas
36732,Jax,Riven,Lissandra,Akali,Kaisa,Ezreal,Illaoi,Karma,Elise,Gragas
36733,Pantheon,Jax,Akali,Talon,Ashe,Ezreal,Xerath,Morgana,JarvanIV,Nidalee
36738,Ryze,Kennen,Qiyana,Zoe,Ashe,Kaisa,TahmKench,Galio,LeeSin,RekSai
36740,Fiora,Garen,Leblanc,Akali,Lucian,Ezreal,Blitzcrank,Janna,Nidalee,Taliyah
36741,Aatrox,Camille,Talon,Taliyah,Neeko,Ashe,Nautilus,Janna,Nidalee,Gragas
36744,Garen,Jayce,Viktor,Syndra,Ashe,Lucian,Bard,Blitzcrank,RekSai,LeeSin
36747,Kled,JarvanIV,Garen,Galio,Jinx,MissFortune,Velkoz,Thresh,Nunu,Kindred
36751,Kled,Garen,Nocturne,Ryze,Kaisa,Vayne,Leona,Pyke,LeeSin,XinZhao
36753,Jax,Vladimir,Orianna,Ryze,Lucian,Draven,Blitzcrank,Shen,LeeSin,RekSai
36761,Kayle,Maokai,TwistedFate,Yasuo,Lucian,Kaisa,Xerath,Bard,LeeSin,Warwick
36765,Gangplank,Kayle,Yasuo,Ryze,Ashe,Kaisa,Braum,Taric,Gragas,RekSai
36767,Garen,Malphite,Yasuo,Azir,Kaisa,Jinx,Fiddlesticks,Thresh,Gragas,Shaco
36768,Kennen,Ornn,Garen,Yasuo,Kaisa,Ashe,Leona,Thresh,Nidalee,Ekko
36772,Quinn,Ornn,Zed,Yasuo,Lucian,Kaisa,Thresh,Bard,Elise,Ekko
36775,Jayce,Vladimir,Renekton,Yasuo,Draven,Kaisa,Karma,Blitzcrank,Karthus,Gragas
36780,Olaf,Irelia,Zed,Xerath,Ezreal,Ashe,Lux,Nautilus,Rammus,Nidalee
36784,Olaf,Garen,Zed,TwistedFate,Kaisa,Vayne,Zilean,Janna,Jax,Shaco
36791,Fiora,Gangplank,Mordekaiser,Orianna,Ezreal,Draven,Yuumi,Nami,LeeSin,Hecarim
36794,Mordekaiser,Zilean,Pantheon,Pyke,Jhin,Caitlyn,Bard,Morgana,Taliyah,Vi
36795,Kayle,Tryndamere,Renekton,Trundle,Lucian,MissFortune,Leona,Morgana,Elise,Olaf
36798,Viktor,Gangplank,Zed,Pantheon,Kaisa,Tristana,Nautilus,Braum,Ekko,Gragas
36800,Hecarim,Kled,Zoe,Akali,Kaisa,MissFortune,Bard,Pyke,LeeSin,Nidalee
36801,Volibear,Camille,Zoe,Fizz,Tristana,Xayah,Karma,Rakan,Khazix,LeeSin
36809,Aatrox,Renekton,Vladimir,Kassadin,Jinx,Lucian,Thresh,Lulu,Ekko,LeeSin
36815,Sion,Kled,Galio,Renekton,Ezreal,Jinx,Braum,Thresh,Sejuani,Nidalee
36820,Sion,Irelia,Leblanc,Pantheon,Jinx,Caitlyn,Morgana,Velkoz,Sylas,Elise
36822,Karma,Sion,Galio,Pantheon,Kaisa,Xayah,Rakan,Brand,LeeSin,Ekko
36825,Camille,Sion,Renekton,Fizz,Ezreal,Kaisa,Pyke,Lulu,Elise,LeeSin
36826,Jax,Mordekaiser,Vladimir,TwistedFate,Xayah,Kaisa,Pyke,Zilean,Olaf,Graves
36828,Urgot,Pantheon,Leblanc,Katarina,Kaisa,Lucian,Soraka,Blitzcrank,Olaf,LeeSin
36831,Sion,Kennen,Karma,Ryze,Kaisa,Caitlyn,Yuumi,Fiddlesticks,Hecarim,Gragas
36833,Sylas,Karma,Vladimir,Mordekaiser,Kaisa,Sivir,Fiddlesticks,Pyke,Kindred,XinZhao
36844,Vladimir,Mordekaiser,Orianna,Nocturne,Xayah,Ezreal,Volibear,Thresh,Hecarim,LeeSin
36846,Renekton,Fiora,Sylas,Kassadin,Vayne,Kaisa,Sona,Rakan,Nidalee,LeeSin
36847,Pantheon,Urgot,Talon,AurelionSol,Ezreal,Kaisa,Neeko,Thresh,Nidalee,Khazix
36848,Renekton,Lucian,Camille,Kassadin,Caitlyn,Kaisa,Zyra,Leona,Gragas,Nidalee
36850,Mordekaiser,Renekton,Karma,Syndra,Vayne,Kaisa,Neeko,Rakan,RekSai,LeeSin
36852,Tryndamere,Renekton,AurelionSol,Katarina,Ezreal,Kaisa,Nami,Rakan,RekSai,Elise
36854,Mordekaiser,Hecarim,Karma,Shyvana,Lucian,Vayne,Nami,Braum,LeeSin,Elise
36862,Renekton,Kayle,Taliyah,Akali,Garen,Draven,Yuumi,Pyke,RekSai,Nunu
36863,Irelia,Jayce,Fizz,Zilean,Xayah,Kaisa,Rakan,Nautilus,Taliyah,Karthus
36867,Rumble,Kayle,Tristana,Talon,KogMaw,Ashe,Lulu,Bard,Vi,Nunu
36872,Renekton,Karma,Zoe,Azir,Lucian,Kaisa,Yuumi,Alistar,LeeSin,Gragas
36874,Fiora,Kennen,Kayle,Sylas,MissFortune,Ashe,Bard,Alistar,LeeSin,Ekko
36876,Malzahar,Ezreal,Lissandra,Pyke,MissFortune,Xayah,Leona,Rakan,RekSai,Nunu
36890,Karma,Vladimir,Irelia,Talon,Vayne,Ashe,Thresh,Blitzcrank,Olaf,Nunu
36895,Jax,Garen,Leblanc,Neeko,Xayah,Draven,Soraka,Nautilus,Karthus,LeeSin
36897,Akali,Vayne,TwistedFate,Ryze,Lucian,Irelia,Blitzcrank,Pyke,Khazix,Karthus
36899,Pantheon,Illaoi,Katarina,Kassadin,Ashe,Kaisa,Leona,Janna,Nunu,Rengar
36901,Aatrox,Fiora,Katarina,Talon,Ezreal,MissFortune,Blitzcrank,Nautilus,Nunu,Elise
36902,Poppy,Camille,Qiyana,Galio,Xayah,Kaisa,Nautilus,Leona,Karthus,Nocturne
36903,Akali,Hecarim,Leblanc,Ryze,Kaisa,Yasuo,Darius,Gragas,Kindred,Nunu
36909,Riven,Fiora,Katarina,Ryze,Xayah,Ezreal,Rakan,Thresh,Karthus,Ekko
36912,Renekton,Vladimir,Leblanc,Karma,Kaisa,Lucian,Leona,Nautilus,Taliyah,Khazix
36914,Fiora,Jayce,Irelia,TwistedFate,Ezreal,Xayah,Karma,Thresh,Karthus,Kayn
36916,Jayce,Ekko,Irelia,Kayle,Kaisa,Xayah,Thresh,Nautilus,Gragas,Karthus
36917,Renekton,Kled,Kassadin,Aatrox,Vayne,Twitch,Lux,Bard,Kindred,Nidalee
36918,Mordekaiser,Camille,AurelionSol,MasterYi,Tristana,Jinx,Nautilus,Thresh,Ekko,Karthus
36922,Akali,Fiora,Azir,Pyke,Kaisa,Ezreal,Leona,Blitzcrank,RekSai,Nunu
36925,Ryze,Shen,Pantheon,Taliyah,Tristana,Kaisa,Pyke,Blitzcrank,Elise,Nunu
36928,Jayce,Jax,Orianna,Tristana,Caitlyn,Kaisa,Lux,Thresh,Kindred,Karthus
36931,Garen,Illaoi,Malzahar,Karthus,Lucian,Kaisa,Karma,Morgana,Gragas,LeeSin
36936,Poppy,Kayle,Yasuo,AurelionSol,Ezreal,Xayah,Alistar,Nautilus,Rengar,Gragas
36937,Poppy,Pantheon,Sylas,TwistedFate,Kaisa,Ashe,Nautilus,Blitzcrank,Elise,Olaf
36942,Sylas,Fiora,Renekton,Qiyana,Ezreal,MissFortune,Bard,Thresh,Nunu,Elise
36944,Poppy,Aatrox,Tristana,Zoe,Kaisa,Ashe,Nautilus,Volibear,RekSai,LeeSin
36945,Gangplank,Riven,Xerath,TwistedFate,Kaisa,MissFortune,Thresh,Taric,RekSai,Nunu
36947,Jax,Renekton,Galio,Jayce,Ezreal,Caitlyn,Karma,Morgana,LeeSin,Ekko
36948,Jax,Maokai,Fizz,Zed,Xayah,Kaisa,Rakan,Alistar,LeeSin,Khazix
36951,Camille,Renekton,Galio,Orianna,Lucian,Kaisa,Braum,Rakan,Karthus,Olaf
36952,Mordekaiser,Jax,Pantheon,Kayle,Kaisa,Caitlyn,Thresh,Morgana,LeeSin,Nunu
36953,Jax,Kled,Zed,Zoe,MissFortune,Ezreal,Soraka,Janna,Gragas,Karthus
36955,Vladimir,Gangplank,Qiyana,Karma,Xayah,Vayne,Thresh,Janna,Khazix,Shyvana
36958,Zilean,Vladimir,Velkoz,Jayce,Kaisa,Lucian,Alistar,Leona,Olaf,LeeSin
36961,Vladimir,Camille,Nocturne,Talon,Xayah,Kaisa,Shen,Leona,Kindred,Taliyah
36973,Garen,Mordekaiser,Katarina,Qiyana,Xayah,Kaisa,Rakan,Blitzcrank,Nidalee,Gragas
36977,Kayle,Rumble,Qiyana,Ryze,Lucian,Xayah,Blitzcrank,Thresh,LeeSin,JarvanIV
36978,Irelia,Mordekaiser,Kassadin,Kayle,Ezreal,MissFortune,Lux,Janna,LeeSin,RekSai
36979,Akali,Mordekaiser,Irelia,Renekton,Kaisa,Ashe,Morgana,TahmKench,Nidalee,Pantheon
36985,Ryze,Fiora,Olaf,TwistedFate,Kaisa,Ezreal,Thresh,Fiddlesticks,Elise,LeeSin
36986,Gangplank,Rengar,Akali,Renekton,Lucian,Xayah,Rakan,Bard,Shyvana,Ekko
36988,Rengar,Akali,Orianna,Irelia,Ezreal,Xayah,Bard,Rakan,Ekko,LeeSin
36998,Quinn,Renekton,Qiyana,Nocturne,Xayah,Ashe,Rakan,Morgana,Gragas,Nidalee
36999,Gangplank,Vladimir,Fizz,Talon,Xayah,Caitlyn,Rakan,Morgana,Khazix,Nidalee
37000,Mordekaiser,Pantheon,Azir,Syndra,Kaisa,Ezreal,Blitzcrank,Pyke,JarvanIV,Nunu
37006,Gangplank,Renekton,Pyke,TwistedFate,Ezreal,Kaisa,Thresh,Bard,XinZhao,Olaf
37007,Ryze,MonkeyKing,TwistedFate,Kayle,Ezreal,Lucian,Pyke,Braum,LeeSin,Nidalee
37023,Jax,Tryndamere,Anivia,Tristana,Vayne,Kaisa,Nautilus,Blitzcrank,Khazix,Taliyah
37032,Akali,Sion,Renekton,Galio,Xayah,Kaisa,Janna,Nautilus,Qiyana,Gragas
37033,Poppy,Renekton,Camille,Jayce,Ezreal,Lucian,Leona,Nautilus,Ekko,Sylas
37036,Ryze,Jayce,Talon,Katarina,Xayah,Kaisa,Leona,Rakan,Jax,Ekko
37037,Gangplank,Malphite,Ryze,Lucian,Kaisa,Zed,Leona,Braum,Ekko,LeeSin
37042,Renekton,Aatrox,Galio,Qiyana,Ezreal,Xayah,Thresh,Rakan,Ekko,Gragas
37043,Vayne,Tristana,Vladimir,Pantheon,Lucian,Xayah,Volibear,Rakan,LeeSin,Sylas
37044,Shen,Olaf,Aatrox,Sylas,Kaisa,Lucian,Rakan,Blitzcrank,LeeSin,Khazix
37052,Pantheon,Camille,Kayle,Velkoz,Ezreal,Lucian,Swain,Galio,Taliyah,Nidalee
37053,Poppy,Jayce,Mordekaiser,Velkoz,Xayah,Kaisa,Rakan,Fiddlesticks,Taliyah,Khazix
37077,Gangplank,Camille,Akali,Kayle,Jinx,Kaisa,TahmKench,Thresh,LeeSin,Olaf
0,Kayle,Garen,Pantheon,Karma,Caitlyn,MissFortune,Swain,Bard,Taliyah,Nidalee
1,Rengar,Irelia,Diana,Kayle,Ezreal,Kaisa,Yuumi,Bard,Gragas,RekSai
3,XinZhao,Akali,AurelionSol,Zoe,Ashe,Lucian,TahmKench,Bard,Jax,Olaf
4,Ryze,Jayce,Fizz,Renekton,Ashe,Xayah,Morgana,Karma,Olaf,Taliyah
5,Jayce,Jax,Qiyana,Fizz,Ashe,Kaisa,TahmKench,Nautilus,Nidalee,Elise
6,Vladimir,Gangplank,Akali,Talon,Kaisa,Ashe,Volibear,Pyke,Olaf,Kayn
8,Ekko,Renekton,Garen,Qiyana,Jinx,Ashe,TahmKench,Thresh,Olaf,Elise
15,Camille,Vladimir,Lucian,Akali,Sivir,Caitlyn,Bard,Morgana,Taliyah,LeeSin
16,Jayce,Camille,Tryndamere,Galio,Vayne,Yasuo,Braum,Blitzcrank,LeeSin,Elise
18,Renekton,Quinn,Orianna,Ahri,Ezreal,Kaisa,Alistar,Lulu,Nidalee,LeeSin
27,Aatrox,Kayle,Zoe,Galio,Kaisa,Jinx,Volibear,Thresh,LeeSin,Gragas
29,Quinn,Jayce,Rumble,Irelia,Xayah,Ashe,Thresh,TahmKench,Gragas,Nidalee
33,Volibear,Garen,Kassadin,Galio,Kaisa,Lucian,Thresh,Morgana,Ekko,LeeSin
34,Tristana,Kayle,Lucian,Akali,Vladimir,Kaisa,Pyke,Gragas,Karthus,Olaf
37,Akali,Mordekaiser,Galio,Leblanc,Ezreal,Xayah,Karma,Thresh,Olaf,LeeSin
42,Akali,Karma,Sylas,Qiyana,Ezreal,Kaisa,TahmKench,Thresh,Kindred,Olaf
44,Karma,Kennen,Aatrox,Sylas,Kaisa,Xayah,Rakan,Bard,Olaf,LeeSin
45,Aatrox,Kennen,Leblanc,Sylas,Sivir,Lucian,Yuumi,Pyke,Olaf,JarvanIV
46,Camille,Renekton,Akali,Sylas,Lucian,Xayah,Thresh,Rakan,Olaf,Taliyah
47,Renekton,Aatrox,Akali,Leblanc,Jinx,Varus,Thresh,Karma,Elise,Karthus
49,Renekton,Aatrox,Jayce,Syndra,Ezreal,Kaisa,TahmKench,Gragas,Taliyah,Olaf
55,Aatrox,Renekton,Qiyana,Pantheon,Varus,Ezreal,TahmKench,Thresh,Gragas,Sylas
59,Akali,Kennen,Zoe,Tristana,Jinx,Ezreal,Nautilus,Karma,Olaf,Sylas
62,Malphite,Qiyana,Sylas,Kennen,Xayah,Kaisa,Rakan,Gragas,Kindred,Olaf
66,Riven,Aatrox,Pantheon,Camille,Jinx,Kaisa,Pyke,Karma,JarvanIV,Olaf
68,Amumu,Fiora,Vladimir,Yasuo,Kaisa,Ezreal,Nautilus,Pyke,Elise,Graves
69,Riven,Sylas,Orianna,Varus,Garen,Ezreal,Yuumi,Lux,LeeSin,Elise
71,Mordekaiser,Neeko,Sylas,Pantheon,Varus,Jinx,Gragas,TahmKench,XinZhao,Kindred
72,Camille,Aatrox,Sylas,Qiyana,Xayah,Kaisa,Rakan,Morgana,Olaf,Gragas
75,Vladimir,Rumble,Syndra,Jayce,Ezreal,Kaisa,Pyke,Karma,Sejuani,RekSai
76,Vladimir,Aatrox,Qiyana,Akali,Sivir,Ezreal,Pyke,Karma,LeeSin,Olaf
77,Renekton,Jax,Ahri,Lux,Kaisa,Ashe,Nautilus,Bard,JarvanIV,Rengar
82,Vladimir,Ryze,Pantheon,Nocturne,Kalista,Ezreal,Leona,Sona,Taliyah,Nidalee
86,Kennen,Renekton,Anivia,Zilean,Kaisa,Xayah,Leona,Blitzcrank,LeeSin,Olaf
90,Kennen,Viktor,Qiyana,Zoe,Lucian,Kaisa,Pyke,Thresh,LeeSin,Kayn
92,Irelia,Vladimir,Jayce,Kayle,Xayah,Lucian,Thresh,Nautilus,Gragas,Qiyana
94,Camille,Garen,Galio,Ryze,Vladimir,Kaisa,Pyke,Leona,RekSai,LeeSin
99,Vladimir,Gangplank,Qiyana,Talon,Xayah,Ezreal,Rakan,Karma,Kindred,Ekko
101,Kennen,Camille,TwistedFate,Karma,Lucian,Kaisa,Nautilus,Lulu,RekSai,Ekko
102,Hecarim,Aatrox,TwistedFate,Leblanc,Kaisa,Lucian,Pyke,Galio,Ekko,LeeSin
109,Heimerdinger,Kayle,Akali,Galio,Kaisa,Xayah,Morgana,Rakan,JarvanIV,Twitch
111,Camille,Malzahar,Ekko,Velkoz,Kaisa,Xayah,Thresh,Zilean,XinZhao,Hecarim
112,Gangplank,Illaoi,Leblanc,Akali,Ezreal,Kaisa,Alistar,Thresh,XinZhao,Ekko
118,Garen,Poppy,Irelia,Zoe,Draven,Xayah,Pyke,Ezreal,Camille,Olaf
